Kontext,Frage,Antwort
"Es ist auch die fristlose Auflösung des Arbeitsverhältnisses bei Vorliegen eines wichtigen Grundes möglich. Ob ein wichtiger Grund vorliegt oder nicht, bestimmt der Richter oder die Richterin. Die Ansprüche der Arbeitnehmer/innen bei ungerechtfertigter fristloser Entlassung sind in OR Art. 337c festgelegt: • Lohn für die Vertragszeit bzw. bis zum Ablauf der Kündigungsfrist; • davon ist abzuziehen: Ersparnis durch Arbeitsverhinderung, Erwerb durch anderweitige Arbeit oder Wert der absichtlichen Arbeitsunterlassung; • von den Richtern und Richterinnen festzusetzende Entschädigung nach freiem Ermessen, jedoch höchstens sechs Monatslöhne. Treten Arbeitnehmer/innen ohne wichtigen Grund ihre Stelle nicht an – und übrigens auch, wenn sie sie fristlos ohne wichtigen Grund verlassen –, so haben die Arbeitgeber/innen Anspruch auf einen Viertel des Monatslohns. Diesen Anspruch haben sie auch ohne detaillierten Nachweis des Schadens. Das Gesetz stellt einfach eine Vermutung zu Gunsten der Arbeitgeber/innen auf, nämlich, dass sie Schaden in dieser Höhe hätten. Eine weitergehende Schadensforderung ist möglich, falls sie der Arbeitgeber oder die Arbeitgeberin beweisen kann. Den Arbeitnehmer/innen steht es frei zu beweisen, dass die Arbeitgeberseite einen geringeren Schaden hatte. In diesem Fall kann das Gericht den Ersatz nach seinem Ermessen herabsetzen. Aber es sind nicht die Arbeitgeber/innen, die bis zu diesem Betrag jedes Detail nachweisen müssen, sondern ein Schaden in Höhe von einem Viertel des Monatslohnes wird vermutet. Den Arbeitgeber/innen wird allerdings aufgetragen, den Anspruch innerhalb von 30 Tagen durch Klage oder Betreibung seit dem Zeitpunkt des Nichtantritts oder des Verlassens der Arbeitsstelle durch den Arbeitnehmer oder die Arbeitnehmerin geltend zu machen. Das Gesetz droht andernfalls die Verwirkung des Anspruchs an (OR Art. 337d Abs. 3).",Können Arbeitgeber/innen eine weitergehende Schadensforderung geltend machen? ," Eine weitergehende Schadensforderung ist möglich, falls sie der Arbeitgeber oder die Arbeitgeberin beweisen kann. "
"Es ist auch die fristlose Auflösung des Arbeitsverhältnisses bei Vorliegen eines wichtigen Grundes möglich. Ob ein wichtiger Grund vorliegt oder nicht, bestimmt der Richter oder die Richterin. Die Ansprüche der Arbeitnehmer/innen bei ungerechtfertigter fristloser Entlassung sind in OR Art. 337c festgelegt: • Lohn für die Vertragszeit bzw. bis zum Ablauf der Kündigungsfrist; • davon ist abzuziehen: Ersparnis durch Arbeitsverhinderung, Erwerb durch anderweitige Arbeit oder Wert der absichtlichen Arbeitsunterlassung; • von den Richtern und Richterinnen festzusetzende Entschädigung nach freiem Ermessen, jedoch höchstens sechs Monatslöhne. Treten Arbeitnehmer/innen ohne wichtigen Grund ihre Stelle nicht an – und übrigens auch, wenn sie sie fristlos ohne wichtigen Grund verlassen –, so haben die Arbeitgeber/innen Anspruch auf einen Viertel des Monatslohns. Diesen Anspruch haben sie auch ohne detaillierten Nachweis des Schadens. Das Gesetz stellt einfach eine Vermutung zu Gunsten der Arbeitgeber/innen auf, nämlich, dass sie Schaden in dieser Höhe hätten. Eine weitergehende Schadensforderung ist möglich, falls sie der Arbeitgeber oder die Arbeitgeberin beweisen kann. Den Arbeitnehmer/innen steht es frei zu beweisen, dass die Arbeitgeberseite einen geringeren Schaden hatte. In diesem Fall kann das Gericht den Ersatz nach seinem Ermessen herabsetzen. Aber es sind nicht die Arbeitgeber/innen, die bis zu diesem Betrag jedes Detail nachweisen müssen, sondern ein Schaden in Höhe von einem Viertel des Monatslohnes wird vermutet. Den Arbeitgeber/innen wird allerdings aufgetragen, den Anspruch innerhalb von 30 Tagen durch Klage oder Betreibung seit dem Zeitpunkt des Nichtantritts oder des Verlassens der Arbeitsstelle durch den Arbeitnehmer oder die Arbeitnehmerin geltend zu machen. Das Gesetz droht andernfalls die Verwirkung des Anspruchs an (OR Art. 337d Abs. 3).","Was können Arbeitnehmer/innen tun, um den Schadenersatzanspruch der Arbeitgeberseite zu reduzieren? "," Den Arbeitnehmer/innen steht es frei zu beweisen, dass die Arbeitgeberseite einen geringeren Schaden hatte. In diesem Fall kann das Gericht den Ersatz nach seinem Ermessen herabsetzen. "
"Es ist auch die fristlose Auflösung des Arbeitsverhältnisses bei Vorliegen eines wichtigen Grundes möglich. Ob ein wichtiger Grund vorliegt oder nicht, bestimmt der Richter oder die Richterin. Die Ansprüche der Arbeitnehmer/innen bei ungerechtfertigter fristloser Entlassung sind in OR Art. 337c festgelegt: • Lohn für die Vertragszeit bzw. bis zum Ablauf der Kündigungsfrist; • davon ist abzuziehen: Ersparnis durch Arbeitsverhinderung, Erwerb durch anderweitige Arbeit oder Wert der absichtlichen Arbeitsunterlassung; • von den Richtern und Richterinnen festzusetzende Entschädigung nach freiem Ermessen, jedoch höchstens sechs Monatslöhne. Treten Arbeitnehmer/innen ohne wichtigen Grund ihre Stelle nicht an – und übrigens auch, wenn sie sie fristlos ohne wichtigen Grund verlassen –, so haben die Arbeitgeber/innen Anspruch auf einen Viertel des Monatslohns. Diesen Anspruch haben sie auch ohne detaillierten Nachweis des Schadens. Das Gesetz stellt einfach eine Vermutung zu Gunsten der Arbeitgeber/innen auf, nämlich, dass sie Schaden in dieser Höhe hätten. Eine weitergehende Schadensforderung ist möglich, falls sie der Arbeitgeber oder die Arbeitgeberin beweisen kann. Den Arbeitnehmer/innen steht es frei zu beweisen, dass die Arbeitgeberseite einen geringeren Schaden hatte. In diesem Fall kann das Gericht den Ersatz nach seinem Ermessen herabsetzen. Aber es sind nicht die Arbeitgeber/innen, die bis zu diesem Betrag jedes Detail nachweisen müssen, sondern ein Schaden in Höhe von einem Viertel des Monatslohnes wird vermutet. Den Arbeitgeber/innen wird allerdings aufgetragen, den Anspruch innerhalb von 30 Tagen durch Klage oder Betreibung seit dem Zeitpunkt des Nichtantritts oder des Verlassens der Arbeitsstelle durch den Arbeitnehmer oder die Arbeitnehmerin geltend zu machen. Das Gesetz droht andernfalls die Verwirkung des Anspruchs an (OR Art. 337d Abs. 3).",Innerhalb welcher Frist müssen Arbeitgeber/innen den Anspruch auf Schadenersatz geltend machen? ," Den Arbeitgeber/innen wird allerdings aufgetragen, den Anspruch innerhalb von 30 Tagen durch Klage oder Betreibung seit dem Zeitpunkt des Nichtantritts oder des Verlassens der Arbeitsstelle durch den Arbeitnehmer oder die Arbeitnehmerin geltend zu machen. "
"Es ist auch die fristlose Auflösung des Arbeitsverhältnisses bei Vorliegen eines wichtigen Grundes möglich. Ob ein wichtiger Grund vorliegt oder nicht, bestimmt der Richter oder die Richterin. Die Ansprüche der Arbeitnehmer/innen bei ungerechtfertigter fristloser Entlassung sind in OR Art. 337c festgelegt: • Lohn für die Vertragszeit bzw. bis zum Ablauf der Kündigungsfrist; • davon ist abzuziehen: Ersparnis durch Arbeitsverhinderung, Erwerb durch anderweitige Arbeit oder Wert der absichtlichen Arbeitsunterlassung; • von den Richtern und Richterinnen festzusetzende Entschädigung nach freiem Ermessen, jedoch höchstens sechs Monatslöhne. Treten Arbeitnehmer/innen ohne wichtigen Grund ihre Stelle nicht an – und übrigens auch, wenn sie sie fristlos ohne wichtigen Grund verlassen –, so haben die Arbeitgeber/innen Anspruch auf einen Viertel des Monatslohns. Diesen Anspruch haben sie auch ohne detaillierten Nachweis des Schadens. Das Gesetz stellt einfach eine Vermutung zu Gunsten der Arbeitgeber/innen auf, nämlich, dass sie Schaden in dieser Höhe hätten. Eine weitergehende Schadensforderung ist möglich, falls sie der Arbeitgeber oder die Arbeitgeberin beweisen kann. Den Arbeitnehmer/innen steht es frei zu beweisen, dass die Arbeitgeberseite einen geringeren Schaden hatte. In diesem Fall kann das Gericht den Ersatz nach seinem Ermessen herabsetzen. Aber es sind nicht die Arbeitgeber/innen, die bis zu diesem Betrag jedes Detail nachweisen müssen, sondern ein Schaden in Höhe von einem Viertel des Monatslohnes wird vermutet. Den Arbeitgeber/innen wird allerdings aufgetragen, den Anspruch innerhalb von 30 Tagen durch Klage oder Betreibung seit dem Zeitpunkt des Nichtantritts oder des Verlassens der Arbeitsstelle durch den Arbeitnehmer oder die Arbeitnehmerin geltend zu machen. Das Gesetz droht andernfalls die Verwirkung des Anspruchs an (OR Art. 337d Abs. 3).","Was passiert, wenn Arbeitgeber/innen den Anspruch nicht innerhalb der Frist geltend machen? ", Das Gesetz droht andernfalls die Verwirkung des Anspruchs an (OR Art. 337d Abs. 3).
Feriengesetzgebung (OR Art. 329a) Die Minimalferiendauer der Arbeitnehmer/innen ist im Rahmen des Arbeitsvertragsrechts im Obligationenrecht geregelt: Dem Arbeitnehmer oder der Arbeitnehmerin stehen für jedes Dienstjahr mindestens vier Wochen Ferien zu. Für jugendliche Arbeitnehmer/innen bis zum vollendeten 20. Altersjahr beträgt der Minimalanspruch fünf Wochen (OR Art. 329a). Für lernende Personen sowie Praktikantinnen und Praktikanten gilt die gleiche Ferienregelung wie für jugendliche Arbeitnehmer/innen (OR Art. 345a).,Was ist die Minimalferiendauer für Arbeitnehmer/innen laut Obligationenrecht? , mindestens vier Wochen Ferien 
Feriengesetzgebung (OR Art. 329a) Die Minimalferiendauer der Arbeitnehmer/innen ist im Rahmen des Arbeitsvertragsrechts im Obligationenrecht geregelt: Dem Arbeitnehmer oder der Arbeitnehmerin stehen für jedes Dienstjahr mindestens vier Wochen Ferien zu. Für jugendliche Arbeitnehmer/innen bis zum vollendeten 20. Altersjahr beträgt der Minimalanspruch fünf Wochen (OR Art. 329a). Für lernende Personen sowie Praktikantinnen und Praktikanten gilt die gleiche Ferienregelung wie für jugendliche Arbeitnehmer/innen (OR Art. 345a).,Wie viele Wochen Ferien stehen jugendlichen Arbeitnehmer/innen bis zum vollendeten 20. Altersjahr zu? , fünf Wochen 
Feriengesetzgebung (OR Art. 329a) Die Minimalferiendauer der Arbeitnehmer/innen ist im Rahmen des Arbeitsvertragsrechts im Obligationenrecht geregelt: Dem Arbeitnehmer oder der Arbeitnehmerin stehen für jedes Dienstjahr mindestens vier Wochen Ferien zu. Für jugendliche Arbeitnehmer/innen bis zum vollendeten 20. Altersjahr beträgt der Minimalanspruch fünf Wochen (OR Art. 329a). Für lernende Personen sowie Praktikantinnen und Praktikanten gilt die gleiche Ferienregelung wie für jugendliche Arbeitnehmer/innen (OR Art. 345a).,Welcher Artikel im Obligationenrecht regelt die Feriendauer für jugendliche Arbeitnehmer/innen? ,OR Art. 329a
Feriengesetzgebung (OR Art. 329a) Die Minimalferiendauer der Arbeitnehmer/innen ist im Rahmen des Arbeitsvertragsrechts im Obligationenrecht geregelt: Dem Arbeitnehmer oder der Arbeitnehmerin stehen für jedes Dienstjahr mindestens vier Wochen Ferien zu. Für jugendliche Arbeitnehmer/innen bis zum vollendeten 20. Altersjahr beträgt der Minimalanspruch fünf Wochen (OR Art. 329a). Für lernende Personen sowie Praktikantinnen und Praktikanten gilt die gleiche Ferienregelung wie für jugendliche Arbeitnehmer/innen (OR Art. 345a).,Gilt die gleiche Ferienregelung für lernende Personen und Praktikant/innen wie für jugendliche Arbeitnehmer/innen? ,
Feriengesetzgebung (OR Art. 329a) Die Minimalferiendauer der Arbeitnehmer/innen ist im Rahmen des Arbeitsvertragsrechts im Obligationenrecht geregelt: Dem Arbeitnehmer oder der Arbeitnehmerin stehen für jedes Dienstjahr mindestens vier Wochen Ferien zu. Für jugendliche Arbeitnehmer/innen bis zum vollendeten 20. Altersjahr beträgt der Minimalanspruch fünf Wochen (OR Art. 329a). Für lernende Personen sowie Praktikantinnen und Praktikanten gilt die gleiche Ferienregelung wie für jugendliche Arbeitnehmer/innen (OR Art. 345a).,Welcher Artikel im Obligationenrecht regelt die Ferienregelung für lernende Personen und Praktikant/innen? ,OR Art. 345a
"Jugendurlaub (OR Art. 329e) Unter Jugendurlaub wird die Beurlaubung von lernenden Personen und jungen Arbeitnehmenden für den Einsatz in der Jugendarbeit (z.B. als Lagerleiter) verstanden. Den Arbeitnehmenden ist bis zum vollendeten 30. Altersjahr für unentgeltliche leitende, betreuende oder beratende Tätigkeit im Rahmen ausserschulischer Jugendarbeit in einer kulturellen oder sozialen Organisation jedes Dienstjahr Jugendurlaub bis zu einer Arbeitswoche zu gewähren. Urlaubsgrund ist auch die für diese Tätigkeit notwendige Aus- und Weiterbildung. Der Anspruch besteht zusätzlich zum gesetzlichen Ferienanspruch. Die Arbeitgebenden können von den Arbeitnehmenden den Nachweis der Tätigkeiten und Funktionen in der Jugendarbeit verlangen. Zeitpunkt und Dauer des Jugendurlaubs sind gegenseitig abzusprechen. Ist eine Einigung nicht möglich, ist der Urlaub zu gewähren, wenn der Anspruch zwei Monate im Voraus geltend gemacht wurde. Nicht bezogene Urlaubstage verfallen am Ende des Kalenderjahrs. Die Frage der Lohnzahlung während des Urlaubs ist in Absprache der Vertragsparteien zu lösen. Für gewisse Einsätze im Rahmen von «Jugend und Sport» (Leiterkurse) werden auch Entschädigungen aus der Erwerbsersatzordnung (EO) ausgerichtet.",Was ist Jugendurlaub? , Jugendurlaub wird die Beurlaubung von lernenden Personen und jungen Arbeitnehmenden für den Einsatz in der Jugendarbeit (z.B. als Lagerleiter) verstanden. 
"Jugendurlaub (OR Art. 329e) Unter Jugendurlaub wird die Beurlaubung von lernenden Personen und jungen Arbeitnehmenden für den Einsatz in der Jugendarbeit (z.B. als Lagerleiter) verstanden. Den Arbeitnehmenden ist bis zum vollendeten 30. Altersjahr für unentgeltliche leitende, betreuende oder beratende Tätigkeit im Rahmen ausserschulischer Jugendarbeit in einer kulturellen oder sozialen Organisation jedes Dienstjahr Jugendurlaub bis zu einer Arbeitswoche zu gewähren. Urlaubsgrund ist auch die für diese Tätigkeit notwendige Aus- und Weiterbildung. Der Anspruch besteht zusätzlich zum gesetzlichen Ferienanspruch. Die Arbeitgebenden können von den Arbeitnehmenden den Nachweis der Tätigkeiten und Funktionen in der Jugendarbeit verlangen. Zeitpunkt und Dauer des Jugendurlaubs sind gegenseitig abzusprechen. Ist eine Einigung nicht möglich, ist der Urlaub zu gewähren, wenn der Anspruch zwei Monate im Voraus geltend gemacht wurde. Nicht bezogene Urlaubstage verfallen am Ende des Kalenderjahrs. Die Frage der Lohnzahlung während des Urlaubs ist in Absprache der Vertragsparteien zu lösen. Für gewisse Einsätze im Rahmen von «Jugend und Sport» (Leiterkurse) werden auch Entschädigungen aus der Erwerbsersatzordnung (EO) ausgerichtet.",Bis zu welchem Alter haben Arbeitnehmende Anspruch auf Jugendurlaub? , bis zum vollendeten 30. Altersjahr 
"Jugendurlaub (OR Art. 329e) Unter Jugendurlaub wird die Beurlaubung von lernenden Personen und jungen Arbeitnehmenden für den Einsatz in der Jugendarbeit (z.B. als Lagerleiter) verstanden. Den Arbeitnehmenden ist bis zum vollendeten 30. Altersjahr für unentgeltliche leitende, betreuende oder beratende Tätigkeit im Rahmen ausserschulischer Jugendarbeit in einer kulturellen oder sozialen Organisation jedes Dienstjahr Jugendurlaub bis zu einer Arbeitswoche zu gewähren. Urlaubsgrund ist auch die für diese Tätigkeit notwendige Aus- und Weiterbildung. Der Anspruch besteht zusätzlich zum gesetzlichen Ferienanspruch. Die Arbeitgebenden können von den Arbeitnehmenden den Nachweis der Tätigkeiten und Funktionen in der Jugendarbeit verlangen. Zeitpunkt und Dauer des Jugendurlaubs sind gegenseitig abzusprechen. Ist eine Einigung nicht möglich, ist der Urlaub zu gewähren, wenn der Anspruch zwei Monate im Voraus geltend gemacht wurde. Nicht bezogene Urlaubstage verfallen am Ende des Kalenderjahrs. Die Frage der Lohnzahlung während des Urlaubs ist in Absprache der Vertragsparteien zu lösen. Für gewisse Einsätze im Rahmen von «Jugend und Sport» (Leiterkurse) werden auch Entschädigungen aus der Erwerbsersatzordnung (EO) ausgerichtet.",Wie lange kann der Jugendurlaub pro Dienstjahr dauern? , bis zu einer Arbeitswoche 
"Jugendurlaub (OR Art. 329e) Unter Jugendurlaub wird die Beurlaubung von lernenden Personen und jungen Arbeitnehmenden für den Einsatz in der Jugendarbeit (z.B. als Lagerleiter) verstanden. Den Arbeitnehmenden ist bis zum vollendeten 30. Altersjahr für unentgeltliche leitende, betreuende oder beratende Tätigkeit im Rahmen ausserschulischer Jugendarbeit in einer kulturellen oder sozialen Organisation jedes Dienstjahr Jugendurlaub bis zu einer Arbeitswoche zu gewähren. Urlaubsgrund ist auch die für diese Tätigkeit notwendige Aus- und Weiterbildung. Der Anspruch besteht zusätzlich zum gesetzlichen Ferienanspruch. Die Arbeitgebenden können von den Arbeitnehmenden den Nachweis der Tätigkeiten und Funktionen in der Jugendarbeit verlangen. Zeitpunkt und Dauer des Jugendurlaubs sind gegenseitig abzusprechen. Ist eine Einigung nicht möglich, ist der Urlaub zu gewähren, wenn der Anspruch zwei Monate im Voraus geltend gemacht wurde. Nicht bezogene Urlaubstage verfallen am Ende des Kalenderjahrs. Die Frage der Lohnzahlung während des Urlaubs ist in Absprache der Vertragsparteien zu lösen. Für gewisse Einsätze im Rahmen von «Jugend und Sport» (Leiterkurse) werden auch Entschädigungen aus der Erwerbsersatzordnung (EO) ausgerichtet.",Für welche Tätigkeiten kann Jugendurlaub gewährt werden? ," für unentgeltliche leitende, betreuende oder beratende Tätigkeit im Rahmen ausserschulischer Jugendarbeit in einer kulturellen oder sozialen Organisation "
